Series,Episode,Baker,Signature Bake,Show Stopper,Baker Name,technical,result,Baker Age,Baker Occupation,Hometown
3,8,Cathryn,Cheese and Pickle Crackers,Gingerbread Buckingham Palace,Cathryn Dresser,5,OUT,27,Shop assistant,"Pease Pottage, West Sussex"
3,8,Danny,Spiced Almond Drinks Crackers,Gingerbread Big Ben,Danny Bryden,4,IN,45,Intensive care consultant,Sheffield
3,8,James,"Smoky Cayenne, Cumin and Chilli Crackers",Gingerbread Barn,James Morton,1,STAR BAKER,21,Medical student,"Hillswick, Shetland Islands"
3,8,John,Asian Spice Crackers,Gingerbread Roman Coliseum,John Whaite,3,IN,22,Law student,Wigan
3,9,Brendan,Coffee Meringue and Hazelnut CreamsApricot and Pistachio FriandsLime Curd Choux Pastry Cygnets,Gateau St. Honoré,Brendan Lynch,3,IN,63,Recruitment consultant,Sutton Coldfield
3,9,Danny,Blackberry and Peppermint MacaroonsMiniature Raspberry and Basil FinanciersOrange and White Chocolate Langues de Chat,Rosewater and Lychee St. Honoré,Danny Bryden,4,OUT,45,Intensive care consultant,Sheffield
3,9,James,"Lemon and Rhubarb TartletsChocolate Indulgence Petits FoursChilli, Lime and Raspberry Macaroons","Coffee, Caramel and Hazelnut Paris-Brest",James Morton,1,STAR BAKER,21,Medical student,"Hillswick, Shetland Islands"
3,9,John,Lemon MadeleinesWhite Chocolate and Raspberry TartletsDark Chocolate and Cherry Macaroons,Gateau St. Honoré a la Passion,John Whaite,2,IN,22,Law student,Wigan
3,10,Brendan,Potato and Pepper Pithivier,Family Reunion Chiffon Cake,Brendan Lynch,2,Runner-up,63,Recruitment consultant,Sutton Coldfield
3,10,James,Spanish Pithivier with Chorizo and Red Pepper,United Chiffon Cakes,James Morton,1,Runner-up,21,Medical student,"Hillswick, Shetland Islands"
3,10,John,Italian Sausage and Roasted Vegetable Pithivier,Heaven and Hell Chiffon Cake,John Whaite,2,WINNER,22,Law student,Wigan
4,1,Ali,Rose and Pistachio Cake,"Chocolate, Raspberry and Passion Fruit Engagement Cake",Ali Imdad,11,IN,25,Charity worker,"Saltley, Birmingham"
4,1,Beca,Grapefruit Sandwich Cake,Chocolate Cherry Indulgence,Beca Lyne-Pirkis,8,IN,31,Military Wives' Choir Singer,"Aldershot, Hampshire"
4,1,Christine,"Strawberry, Vanilla and Rosewater Summer Basket",Chocolate and Orange 'Fripperous' Hat Cake,Christine Wallace,3,IN,66,Director of an engraving company,"Didcot, Oxfordshire"
4,1,Deborah,Pineapple Cake,'Coffee Time',Deborah Manger,9,IN,51,Dentist,Peterborough
4,1,Frances,Giant Jam Sandwich,Secret Squirrel Cake,Frances Quinn,7,IN,31,Children's Clothes Designer,"Market Harborough, Leicestershire"
4,1,Glenn,Strawberries and Cream Cake,Almond and Espresso Chocolate Cake,Glenn Cosby,4,IN,37,English Teacher,"Teignmouth, Devon"
4,1,Howard,Passion Fruit and Coconut Cake,Black Forest Revisited,Howard Middleton,6,IN,51,Council Worker,Sheffield
4,1,Kimberley,Blood Orange Cake,"Chocolate, Raspberry & Basil Layer Cake",Kimberley Wilson,10,IN,30,Psychologist,London
4,1,Lucy,Timperley Early Cake,Thyme 'Wildwood' Cake,Lucy Bellamy,2,IN,38,Horticulturist,"Grimsby, Lincolnshire"
4,1,Mark,Lemon and Poppy Seed Cake,Chocolate Monster,Mark Onley,5,IN,37,Carpenter and Kitchen Fitter,Milton Keynes
4,1,Robert,Pecan and Apple Cake,Raspberry Chocolate Cake,Robert Smart,1,STAR BAKER,54,Space Satellite Designer,"Melbourn, Cambridgeshire"
4,1,Ruby,Rhubarb and Custard Sandwich Cake,Chocolate and Ginger Night Sky Cake,Ruby Tandoh,12,IN,20,History of Art and Philosophy Student,"Southend, Essex"
4,1,Toby,Spiced and Iced Carrot Cake,Two Tiered Chocolate Cake,Toby Waterworth,13,OUT,30,Web Programmer,"Reading, Berkshire"
4,2,Ali,Italian Grissini,Sweet and Savoury Yin Yang Bread,Ali Imdad,9,IN,25,Charity worker,"Saltley, Birmingham"
4,2,Beca,Fennel and Chilli Breadsticks,Five Strand Christmas Wreath,Beca Lyne-Pirkis,11,IN,31,Military Wives' Choir Singer,"Aldershot, Hampshire"
4,2,Christine,Mediterranean Breadsticks with Oregano,Double Plaited Loaf,Christine Wallace,4,IN,66,Director of an engraving company,"Didcot, Oxfordshire"
4,2,Deborah,Fennel & Chilli Breadsticks,Walnut Fleur Loaf,Deborah Manger,8,IN,51,Dentist,Peterborough
4,2,Frances,Giant Matchsticks,Sailor's Knot,Frances Quinn,2,IN,31,Children's Clothes Designer,"Market Harborough, Leicestershire"
4,2,Glenn,Rosemary and Parmesan Grissini,Harvest Crown,Glenn Cosby,7,IN,37,English Teacher,"Teignmouth, Devon"
4,2,Howard,Moroccan Breadsticks,Picasso Sun Bread,Howard Middleton,10,IN,51,Council Worker,Sheffield
4,2,Kimberley,Nigella Seed and Parmesan Breadsticks,Peace Bread,Kimberley Wilson,1,IN,30,Psychologist,London
4,2,Lucy,Grissini with Salt,Roast Tomato Bread,Lucy Bellamy,12,OUT,38,Horticulturist,"Grimsby, Lincolnshire"
4,2,Mark,Rosemary & Raisin Breadsticks,Sage & Garlic Plait,Mark Onley,6,IN,37,Carpenter and Kitchen Fitter,Milton Keynes
4,2,Robert,Twisty Rye Bread Sticks,Tribute Loaf,Robert Smart,5,IN,54,Space Satellite Designer,"Melbourn, Cambridgeshire"
4,2,Ruby,Mexican Breadsticks,White Chocolate and Orange Peacock Bread,Ruby Tandoh,3,STAR BAKER,20,History of Art and Philosophy Student,"Southend, Essex"
4,3,Ali,"Coconut, Raspberry and Lemon Meringue Trifle",Vanilla Latte Mini CakesLime & Mint Shortbread Pops,Ali Imdad,5,IN,25,Charity worker,"Saltley, Birmingham"
4,3,Beca,Orange and Ginger Trifle,Limoncello and Blueberry BurstsMillionaire Shortbread,Beca Lyne-Pirkis,10,IN,31,Military Wives' Choir Singer,"Aldershot, Hampshire"
4,3,Christine,Caribbean Pina Colada Trifle,Ninety-NinersSachertorte Parcels,Christine Wallace,4,STAR BAKER,66,Director of an engraving company,"Didcot, Oxfordshire"
4,3,Deborah,Tropical Trifle*,Canelé Cherry and Chocolate CakesRose Cookies,Deborah Manger,9,OUT,51,Dentist,Peterborough
4,3,Frances,Apple and Blackberry Crumble Trifle,'Ballet Bites' Ginger NutcrackersSugar Plum Fairy Cakes,Frances Quinn,8,IN,31,Children's Clothes Designer,"Market Harborough, Leicestershire"
4,3,Glenn,Raspberry and Almond Trifle,Billionaire BouchéesOrange Financiers,Glenn Cosby,1,IN,37,English Teacher,"Teignmouth, Devon"
4,3,Howard,Caramel and Apple Trifle*,Black Coffee and Cardamom CakesWhite Stilton and Pear Biscuits,Howard Middleton,7,IN,51,Council Worker,Sheffield
4,3,Kimberley,"Peach, Almond and Ginger Trifle",Chocolate Pistachio FinanciersLemon Bergamot Biscuits,Kimberley Wilson,6,IN,30,Psychologist,London
4,3,Mark,"Ginger, Mango and Passion Fruit Trifle",Rose and Pistachio MacaroonsChocolate and Raspberry Bites,Mark Onley,11,OUT,37,Carpenter and Kitchen Fitter,Milton Keynes
4,3,Robert,Rhubarb and Orange Trifle,Almond FriandsTurǫn Macaroons,Robert Smart,2,IN,54,Space Satellite Designer,"Melbourn, Cambridgeshire"
4,3,Ruby,Desert Island Trifle,Lemon Shortbread and White Chocolate SeashellsBlackberry and Chocolate Layer Cakes,Ruby Tandoh,3,IN,20,History of Art and Philosophy Student,"Southend, Essex"
4,4,Ali,Apple and Ginger Pie with a Pecan and Walnut Shortcrust Pastry,"Orange, Cardamom and Date M'Hanncha",Ali Imdad,8,OUT,25,Charity worker,"Saltley, Birmingham"
4,4,Beca,Mamgu's Cherry-Apple Tart,Moroccan Vegetable Filo Feast,Beca Lyne-Pirkis,2,IN,31,Military Wives' Choir Singer,"Aldershot, Hampshire"
4,4,Christine,"Granny Rogers' Apple, Plum & Cinnamon Country Pie",Roasted Vegetable Filo Pie with Feta Cheese,Christine Wallace,7,IN,66,Director of an engraving company,"Didcot, Oxfordshire"
4,4,Frances,Peach Pie In the Sky,Cherry Tree Baklava Filo Pie,Frances Quinn,1,IN,31,Children's Clothes Designer,"Market Harborough, Leicestershire"
4,4,Glenn,Apple & Maple Syrup Pie,Spanakopita (Walnut and Feta Cheese),Glenn Cosby,9,IN,37,English Teacher,"Teignmouth, Devon"
4,4,Howard,Apple Pie with Sage Pastry,Fresh Fig and Feta Filo Flan,Howard Middleton,5,IN,51,Council Worker,Sheffield
4,4,Kimberley,Pecan and Rosemary Caramel Apple Pie,"Chicken, Bacon and Butternut Squash Pie",Kimberley Wilson,4,STAR BAKER,30,Psychologist,London
4,4,Robert,Apple and Pear Pie with Thyme,Spanakopita with St George's Mushrooms,Robert Smart,3,IN,54,Space Satellite Designer,"Melbourn, Cambridgeshire"
4,4,Ruby,Apple and Marzipan Pie,"Rose, Almond and Raspberry Filo Pie",Ruby Tandoh,6,IN,20,History of Art and Philosophy Student,"Southend, Essex"
4,5,Beca,"Chocolate, Cherry and Hazelnut Brownies",Tiered Macaron and Sugar Dough Biscuit Centrepiece,Beca Lyne-Pirkis,5,IN,31,Military Wives' Choir Singer,"Aldershot, Hampshire"
4,5,Christine,Mixed Berry and Almond Crumble Traybake,Shortbread Bavarian Clock Tower,Christine Wallace,1,STAR BAKER,66,Director of an engraving company,"Didcot, Oxfordshire"
4,5,Frances,Millionaire Banoffee Bonus,Biscuit Buttons and Beads,Frances Quinn,3,IN,31,Children's Clothes Designer,"Market Harborough, Leicestershire"
4,5,Glenn,Apricot and Pistachio Tiffin,Shortbread and Macaron Helter-Skelter,Glenn Cosby,2,IN,37,English Teacher,"Teignmouth, Devon"
4,5,Howard,Breakfast Traybake,Japanese Pagoda Tea Tower,Howard Middleton,8,IN,51,Council Worker,Sheffield
4,5,Kimberley,Cherry and Almond Bakewell Florentine Slice,Black and White Viennese Biscuit Stack,Kimberley Wilson,7,IN,30,Psychologist,London
4,5,Robert,Blueberry & Orange Traybake,Dalek,Robert Smart,4,OUT,54,Space Satellite Designer,"Melbourn, Cambridgeshire"
4,5,Ruby,Blackberry and Lemon Bakewell Slice,'Dropped Ice-Cream' Biscuit Centrepiece,Ruby Tandoh,6,IN,20,History of Art and Philosophy Student,"Southend, Essex"
4,6,Beca,Bara Brith,Chocolate and Rum-Soaked Prune BriochesCardamom Spiced Lemon Iced Buns,Beca Lyne-Pirkis,6,IN,31,Military Wives' Choir Singer,"Aldershot, Hampshire"
4,6,Christine,Oxford Nutty Fruit Loaf,Schnecken BunsVanilla Custard Skolebrød,Christine Wallace,4,IN,66,Director of an engraving company,"Didcot, Oxfordshire"
4,6,Frances,Chai Tea Loaf,Hot Cross BriochesRhubarb and Custard Kolaches,Frances Quinn,2,IN,31,Children's Clothes Designer,"Market Harborough, Leicestershire"
